SigAgente;IdeConjUndConsumidoras;DscConjUndConsumidoras;Região
ETO;16697;AUGUSTINOPOLIS;Centro-Oeste
ETO;16698;BIELANDIA;Centro-Oeste
ETO;16699;MIRANORTE;Centro-Oeste
ETO;16700;MONTE DO CARMO;Centro-Oeste
ETO;16701;NOVA ROSALANDIA;Centro-Oeste
ETO;16702;SAO MIGUEL;Centro-Oeste
ETO;16703;TOCANTINOPOLIS;Centro-Oeste
ETO;16704;UHE ISAMU IKEDA;Centro-Oeste
ETO;16705;ARAGUAINA IV;Centro-Oeste
ETO;16706;LUZIMANGUES;Centro-Oeste
ETO;16707;PALMAS II NÃO URBANO;Centro-Oeste
ETO;16708;DUERE;Centro-Oeste
ETO;16709;UHE PEIXE;Centro-Oeste
ETO;16710;GUARAI II;Centro-Oeste
ETO;16711;NOVA OLINDA;Centro-Oeste
ETO;16712;COLINAS TOCANTINS;Centro-Oeste
ETO;16713;COLMEIA;Centro-Oeste
ETO;16714;ARAGUAINA III;Centro-Oeste
ETO;16715;ARAGUAINA URBANO;Centro-Oeste
ETO;16716;DIANOPOLIS;Centro-Oeste
ETO;16717;BERNARDO SAYÃO;Centro-Oeste
ETO;16718;PARANÃ;Centro-Oeste
ETO;16719;PARAISO I NÃO URBANO;Centro-Oeste
ETO;16720;ALVORADA;Centro-Oeste
ETO;16721;GURUPI NÃO URBANO;Centro-Oeste
HIDROPAN;12723;PANAMBI;Sul
LIGHT SESA;14990;COSMOS;Sudeste
LIGHT SESA;14991;CAMARA;Sudeste
LIGHT SESA;14992;LEBLON;Sudeste
LIGHT SESA;14993;MERITI;Sudeste
LIGHT SESA;14994;PAVUNA;Sudeste
LIGHT SESA;14995;RETIRO;Sudeste
LIGHT SESA;14996;ROSALI;Sudeste
LIGHT SESA;14997;INMETRO;Sudeste
LIGHT SESA;14998;PIEDADE;Sudeste
LIGHT SESA;14999;RECREIO;Sudeste
LIGHT SESA;15000;SARAPUI;Sudeste
LIGHT SESA;15001;SAUDADE;Sudeste
LIGHT SESA;15002;TURIACU;Sudeste
LIGHT SESA;15003;VIGARIO;Sudeste
LIGHT SESA;15004;ALVORADA;Sudeste
LIGHT SESA;15005;ELDORADO;Sudeste
LIGHT SESA;15006;BRISA MAR;Sudeste
LIGHT SESA;15007;FONTINELE;Sudeste
LIGHT SESA;15008;MACKENZIE;Sudeste
LIGHT SESA;15009;MATO ALTO;Sudeste
LIGHT SESA;15010;ARI FRANCO;Sudeste
LIGHT SESA;15011;CACHAMORRA;Sudeste
LIGHT SESA;15012;COPACABANA;Sudeste
LIGHT SESA;15013;BARRA AEREO;Sudeste
LIGHT SESA;15015;RAMOS AEREO;Sudeste
LIGHT SESA;15016;SANTA LUZIA;Sudeste
LIGHT SESA;15017;BRAS DE PINA;Sudeste
LIGHT SESA;15019;PADRE MIGUEL;Sudeste
LIGHT SESA;15020;TROVAO AEREO;Sudeste
LIGHT SESA;15021;COLEGIO AEREO;Sudeste
LIGHT SESA;15022;HUMAITA AEREO;Sudeste
LIGHT SESA;15023;TAQUARA AEREO;Sudeste
LIGHT SESA;15024;TRIAGEM AEREO;Sudeste
LIGHT SESA;15025;URUGUAI AEREO;Sudeste
LIGHT SESA;15026;BAEPENDI AEREO;Sudeste
LIGHT SESA;15027;CACHAMBI AEREO;Sudeste
LIGHT SESA;15028;CURICICA AEREO;Sudeste
LIGHT SESA;15029;JABOATAO AEREO;Sudeste
LIGHT SESA;15030;LEOPOLDO AEREO;Sudeste
LIGHT SESA;15031;MATURACA AEREO;Sudeste
LIGHT SESA;15032;VILA VALQUEIRE;Sudeste
LIGHT SESA;15033;ALDEIA CAMPISTA;Sudeste
LIGHT SESA;15034;CASCADURA AEREO;Sudeste
LIGHT SESA;15035;COELHO DA ROCHA;Sudeste
LIGHT SESA;15036;GUADALUPE AEREO;Sudeste
LIGHT SESA;15037;GUANABARA AEREO;Sudeste
LIGHT SESA;15040;GOVERNADOR AEREO;Sudeste
LIGHT SESA;15041;LEME SUBTERRANEO;Sudeste
LIGHT SESA;15042;SANTISSIMO AEREO;Sudeste
LIGHT SESA;15043;SEROPEDICA AEREO;Sudeste
LIGHT SESA;15044;TERRA NOVA AEREO;Sudeste
LIGHT SESA;15045;AGUA GRANDE AEREO;Sudeste
LIGHT SESA;15047;CAMPO MARTE AEREO;Sudeste
LIGHT SESA;15048;COMENDADOR SOARES;Sudeste
LIGHT SESA;15049;FREI CANECA AEREO;Sudeste
LIGHT SESA;15050;LEME AEREO URBANO;Sudeste
LIGHT SESA;15051;PORTA DAGUA AEREO;Sudeste
LIGHT SESA;15052;SANTA CLARA AEREO;Sudeste
LIGHT SESA;15053;SAO CONRADO AEREO;Sudeste
LIGHT SESA;15054;AREIA BRANCA AEREO;Sudeste
LIGHT SESA;15055;BOCA DO MATO AEREO;Sudeste
LIGHT SESA;15056;DEMOCRATICOS AEREO;Sudeste
LIGHT SESA;15057;MENA BARRETO AEREO;Sudeste
LIGHT SESA;15058;RIO COMPRIDO AEREO;Sudeste
LIGHT SESA;15059;HUMAITA SUBTERRANEO;Sudeste
LIGHT SESA;15060;ITAPEBA SUBTERRANEO;Sudeste
LIGHT SESA;15061;PEDRO ERNESTO AEREO;Sudeste
LIGHT SESA;15062;VIGARIO GERAL AEREO;Sudeste
LIGHT SESA;15063;BAEPENDI SUBTERRANEO;Sudeste
LIGHT SESA;15064;BOTAFOGO SUBTERRANEO;Sudeste
LIGHT SESA;15065;CAMERINO SUBTERRANEO;Sudeste
LIGHT SESA;15066;ITAPEBA AEREO URBANO;Sudeste
LIGHT SESA;15067;BOTAFOGO AEREO URBANO;Sudeste
LIGHT SESA;15068;CAMERINO AEREO URBANO;Sudeste
LIGHT SESA;15070;ESPERANCA AEREO MT/MT;Sudeste
LIGHT SESA;15071;JARDIM BOTANICO AEREO;Sudeste
LIGHT SESA;15072;VILAR DOS TELES AEREO;Sudeste
LIGHT SESA;15073;WASHINGTON LUIS AEREO;Sudeste
LIGHT SESA;15074;CENTENARIO AEREO AT/MT;Sudeste
LIGHT SESA;15075;POSTO SEIS SUBTERRANEO;Sudeste
LIGHT SESA;15076;SAMARITANO SUBTERRANEO;Sudeste
LIGHT SESA;15077;POSTO SEIS AEREO URBANO;Sudeste
LIGHT SESA;15078;SAMARITANO AEREO URBANO;Sudeste
LIGHT SESA;15079;SAO CONRADO SUBTERRANEO;Sudeste
LIGHT SESA;15081;ROCHA FREIRE AEREO MT/MT;Sudeste
LIGHT SESA;15082;SANTA CECILIA AEREO AT/MT;Sudeste
LIGHT SESA;15083;SANTO ANTONIO SUBTERRANEO;Sudeste
LIGHT SESA;15084;VOLTA REDONDA AEREO AT/MT;Sudeste
LIGHT SESA;15085;SANTO ANTONIO AEREO URBANO;Sudeste
LIGHT SESA;15086;VOLTA REDONDA AEREO MT/MT;Sudeste
LIGHT SESA;15087;TRES RIOS AEREO AT/MT;Sudeste
LIGHT SESA;15088;TRES RIOS AEREO MT/MT;Sudeste
LIGHT SESA;15089;CENTENARIO AEREO MT/MT;Sudeste
LIGHT SESA;15090;SANTA CECILIA AEREO MT/MT;Sudeste
LIGHT SESA;15091;SAPUCAIA;Sudeste
LIGHT SESA;15689;BARRA 2;Sudeste
LIGHT SESA;15690;BARRA SUBTERRANEO;Sudeste
LIGHT SESA;15691;CARMARI;Sudeste
LIGHT SESA;15692;NOVA IGUACU;Sudeste
LIGHT SESA;15693;ROCHA FREIRE AEREO AT/MT;Sudeste
LIGHT SESA;15694;ITAGUAI;Sudeste
LIGHT SESA;15695;ESPERANCA AEREO AT/MT;Sudeste
LIGHT SESA;15696;ZONA INDUSTRIAL;Sudeste
LIGHT SESA;15697;MARAPICU;Sudeste
LIGHT SESA;15698;QUEIMADOS AEREO;Sudeste
LIGHT SESA;15699;SAO JOAO;Sudeste
LIGHT SESA;15700;CAXIAS AEREO;Sudeste
LIGHT SESA;16897;COSMOS;Sudeste
LIGHT SESA;16898;MATO ALTO;Sudeste
LIGHT SESA;16899;ESPERANCA AEREO AT/MT;Sudeste
LIGHT SESA;16900;PACIENCIA;Sudeste
LIGHT SESA;16901;CURICICA AEREO;Sudeste
LIGHT SESA;16902;PORTA DAGUA AEREO;Sudeste
LIGHT SESA;16903;GARDENIA;Sudeste
MUXENERGIA;12722;TAPEJARA;Sul
NEOENERGIA BRASÍLIA;12668;Brasília Centro;Centro-Oeste
NEOENERGIA BRASÍLIA;12671;Ceilândia Norte;Centro-Oeste
NEOENERGIA BRASÍLIA;12673;Contagem;Centro-Oeste
NEOENERGIA BRASÍLIA;12674;Gama;Centro-Oeste
NEOENERGIA BRASÍLIA;12675;Mangueiral;Centro-Oeste
NEOENERGIA BRASÍLIA;12680;Santa Maria;Centro-Oeste
NEOENERGIA BRASÍLIA;12681;Sudoeste;Centro-Oeste
NEOENERGIA BRASÍLIA;12683;Vale do Amanhecer;Centro-Oeste
NEOENERGIA BRASÍLIA;15621;PLANALTINA;Centro-Oeste
NEOENERGIA BRASÍLIA;15623;NÚCLEO BANDEIRANTE;Centro-Oeste
NEOENERGIA BRASÍLIA;15624;RIACHO FUNDO;Centro-Oeste
NEOENERGIA BRASÍLIA;15625;ÁGUAS CLARAS;Centro-Oeste
NEOENERGIA BRASÍLIA;15626;MONJOLO;Centro-Oeste
NEOENERGIA BRASÍLIA;16013;PAD-JARDIM;Centro-Oeste
NEOENERGIA BRASÍLIA;16014;BRASÍLIA GERAL;Centro-Oeste
NEOENERGIA BRASÍLIA;16015;HÍPICA;Centro-Oeste
NEOENERGIA BRASÍLIA;16016;ASA NORTE;Centro-Oeste
NEOENERGIA BRASÍLIA;16017;LAGO NORTE;Centro-Oeste
NEOENERGIA BRASÍLIA;16018;SOBRADINHO;Centro-Oeste
NEOENERGIA BRASÍLIA;16019;CEILÂNDIA SUL;Centro-Oeste
NEOENERGIA BRASÍLIA;16020;SAMAMBAIA OESTE;Centro-Oeste
NEOENERGIA BRASÍLIA;16021;TAGUATINGA;Centro-Oeste
NEOENERGIA BRASÍLIA;16022;TAGUATINGA NORTE;Centro-Oeste
NEOENERGIA BRASÍLIA;16023;BRAZLÂNDIA;Centro-Oeste
NEOENERGIA BRASÍLIA;16840;Mangueiral;Centro-Oeste
NEOENERGIA BRASÍLIA;16841;São Sebastião;Centro-Oeste
NEOENERGIA BRASÍLIA;16842;Paranoa;Centro-Oeste
NEOENERGIA PE;14115;AFOGADOS DA INGAZEIRA;Nordeste
NEOENERGIA PE;14117;AGUAS BELAS;Nordeste
NEOENERGIA PE;14118;ANGELIM;Nordeste
NEOENERGIA PE;14119;ARARIPINA;Nordeste
NEOENERGIA PE;14121;BARRA DE BEBEDOURO;Nordeste
NEOENERGIA PE;14122;BARRAGEM DO PRATA;Nordeste
NEOENERGIA PE;14123;BARREIROS;Nordeste
NEOENERGIA PE;14124;BEBERIBE;Nordeste
NEOENERGIA PE;14125;BELEM DE SAO FRANCISCO;Nordeste
NEOENERGIA PE;14126;BELO JARDIM;Nordeste
NEOENERGIA PE;14127;BEZERROS;Nordeste
NEOENERGIA PE;14129;BOA VISTA;Nordeste
NEOENERGIA PE;14130;BOM JARDIM;Nordeste
NEOENERGIA PE;14132;BONITO;Nordeste
NEOENERGIA PE;14134;BOTAFOGO;Nordeste
NEOENERGIA PE;14135;BREJAO;Nordeste
NEOENERGIA PE;14136;BREJO DA MADRE DE DEUS;Nordeste
NEOENERGIA PE;14139;CABO;Nordeste
NEOENERGIA PE;14140;CABROBO;Nordeste
NEOENERGIA PE;14141;CAETÉS;Nordeste
NEOENERGIA PE;14142;CAMARAGIBE;Nordeste
NEOENERGIA PE;14143;CAMOCIM DE SAO FELIX;Nordeste
NEOENERGIA PE;14144;CAMPUS;Nordeste
NEOENERGIA PE;14145;BOM CONSELHO;Nordeste
NEOENERGIA PE;14146;CARAIBAS II;Nordeste
NEOENERGIA PE;14147;CARPINA;Nordeste
NEOENERGIA PE;14148;CARUARU;Nordeste
NEOENERGIA PE;14151;CONDADO;Nordeste
NEOENERGIA PE;14152;CORRENTES;Nordeste
NEOENERGIA PE;14153;CRUZ DE REBOUCAS;Nordeste
NEOENERGIA PE;14154;CUSTODIA;Nordeste
NEOENERGIA PE;14155;DOM AVELAR;Nordeste
NEOENERGIA PE;14157;EXU;Nordeste
NEOENERGIA PE;14160;GARANHUNS;Nordeste
NEOENERGIA PE;14161;GAZOMETRO;Nordeste
NEOENERGIA PE;14162;GLORIA DO GOITA;Nordeste
NEOENERGIA PE;14163;GOIANA;Nordeste
NEOENERGIA PE;14165;HELIOPOLIS;Nordeste
NEOENERGIA PE;14166;IBIMIRIM;Nordeste
NEOENERGIA PE;14167;IBURA;Nordeste
NEOENERGIA PE;14168;IGARASSU;Nordeste
NEOENERGIA PE;14170;IMBIRIBEIRA;Nordeste
NEOENERGIA PE;14171;INAJA;Nordeste
NEOENERGIA PE;14173;ITAMARACA;Nordeste
NEOENERGIA PE;14174;ITAPARICA;Nordeste
NEOENERGIA PE;14175;FERNANDO DE NORONHA;Nordeste
NEOENERGIA PE;14176;ITAPISSUMA;Nordeste
NEOENERGIA PE;14177;JABOATAO;Nordeste
NEOENERGIA PE;14178;JOAO DE BARROS;Nordeste
NEOENERGIA PE;14179;JOSE MARIANO;Nordeste
NEOENERGIA PE;14182;LIMOEIRO;Nordeste
NEOENERGIA PE;14184;MASSANGANO I;Nordeste
NEOENERGIA PE;14185;MASSANGANO II;Nordeste
NEOENERGIA PE;14186;MASSANGANO III;Nordeste
NEOENERGIA PE;14187;MORENO;Nordeste
NEOENERGIA PE;14188;NAZARE DA MATA;Nordeste
NEOENERGIA PE;14189;NOVA PETROLANDIA;Nordeste
NEOENERGIA PE;14190;OLINDA;Nordeste
NEOENERGIA PE;14191;ORATORIO;Nordeste
NEOENERGIA PE;14193;PALMARES;Nordeste
NEOENERGIA PE;14194;PARATIBE I;Nordeste
NEOENERGIA PE;14195;PARATIBE II;Nordeste
NEOENERGIA PE;14197;PASSIRA;Nordeste
NEOENERGIA PE;14198;PAU AMARELO;Nordeste
NEOENERGIA PE;14199;PAUDALHO;Nordeste
NEOENERGIA PE;14201;PETROLINA I;Nordeste
NEOENERGIA PE;14202;PETROLINA II;Nordeste
NEOENERGIA PE;14204;PINA;Nordeste
NEOENERGIA PE;14205;PIRAPAMA I;Nordeste
NEOENERGIA PE;14206;PONTEZINHA;Nordeste
NEOENERGIA PE;14207;PORTO DE GALINHAS;Nordeste
NEOENERGIA PE;14211;RIACHO DAS ALMAS;Nordeste
NEOENERGIA PE;14212;RIO DOCE;Nordeste
NEOENERGIA PE;14214;RIO JORDAO;Nordeste
NEOENERGIA PE;14216;SANTA CRUZ DO CAPIBARIBE;Nordeste
NEOENERGIA PE;14218;SANTO AMARO;Nordeste
NEOENERGIA PE;14219;SAO BENEDITO;Nordeste
NEOENERGIA PE;14220;SAO BENTO DO UNA;Nordeste
NEOENERGIA PE;14221;SAO CAETANO;Nordeste
NEOENERGIA PE;14223;SAO JOSE DO EGITO;Nordeste
NEOENERGIA PE;14224;SAO LOURENCO DA MATA;Nordeste
NEOENERGIA PE;14226;SERTANIA;Nordeste
NEOENERGIA PE;14228;SURUBIM;Nordeste
NEOENERGIA PE;14229;TABATINGA;Nordeste
NEOENERGIA PE;14230;TABIRA;Nordeste
NEOENERGIA PE;14231;TAMANDARE;Nordeste
NEOENERGIA PE;14233;TEJUCUPAPO;Nordeste
NEOENERGIA PE;14237;VARZEA;Nordeste
NEOENERGIA PE;14238;VICENCIA;Nordeste
NEOENERGIA PE;15657;AFRANIO;Nordeste
NEOENERGIA PE;15658;RAJADA;Nordeste
NEOENERGIA PE;15659;ENSEADA DOS CORAIS;Nordeste
NEOENERGIA PE;15660;SUAPE;Nordeste
NEOENERGIA PE;15661;VITORIA DE SANTO ANTAO II;Nordeste
NEOENERGIA PE;15662;VITORIA DE SANTO ANTAO;Nordeste
NEOENERGIA PE;15663;TIMBAUBA;Nordeste
NEOENERGIA PE;15664;MACAPARANA;Nordeste
NEOENERGIA PE;16149;SAO JOSE DO BELMONTE;Nordeste
NEOENERGIA PE;16150;SERRITA;Nordeste
NEOENERGIA PE;16151;VERTENTES;Nordeste
NEOENERGIA PE;16152;GRAVATA II;Nordeste
NEOENERGIA PE;16153;SANTA CRUZ;Nordeste
NEOENERGIA PE;16154;ILHA DO RETIRO;Nordeste
NEOENERGIA PE;16155;CUPIRA;Nordeste
NEOENERGIA PE;16156;VENTUROSA;Nordeste
NEOENERGIA PE;16157;IPUTINGA;Nordeste
NEOENERGIA PE;16158;SERRA TALHADA;Nordeste
NEOENERGIA PE;16159;FLORES;Nordeste
NEOENERGIA PE;16160;RIO FORMOSO;Nordeste
NEOENERGIA PE;16161;IPOJUCA;Nordeste
NEOENERGIA PE;16162;SANTA MARIA DA BOA VISTA;Nordeste
NEOENERGIA PE;16163;ESCADA;Nordeste
NEOENERGIA PE;16164;SETUBAL;Nordeste
NEOENERGIA PE;16165;FLORESTA;Nordeste
NEOENERGIA PE;16166;BOM NOME;Nordeste
NEOENERGIA PE;16167;SALGUEIRO;Nordeste
NEOENERGIA PE;16168;TORITAMA;Nordeste
NEOENERGIA PE;16169;GRAVATA;Nordeste
NEOENERGIA PE;16170;BOA VIAGEM;Nordeste
NEOENERGIA PE;16171;PIEDADE;Nordeste
NEOENERGIA PE;16172;PRAZERES;Nordeste
NEOENERGIA PE;16173;OURICURI;Nordeste
NEOENERGIA PE;16174;TRINDADE;Nordeste
NEOENERGIA PE;16175;AGRESTINA;Nordeste
NEOENERGIA PE;16176;CATENDE;Nordeste
NEOENERGIA PE;16177;QUIPAPA;Nordeste
NEOENERGIA PE;16178;LAJEDO;Nordeste
NEOENERGIA PE;16179;BUIQUE;Nordeste
NEOENERGIA PE;16180;ARCOVERDE;Nordeste
NEOENERGIA PE;16181;PESQUEIRA;Nordeste
NEOENERGIA PE;16182;BONJI;Nordeste
NEOENERGIA PE;16183;CAXANGA;Nordeste
NEOENERGIA PE;16184;MACAXEIRA;Nordeste
NEOENERGIA PE;16185;TAMARINEIRA;Nordeste
NEOENERGIA PE;16186;PARNAMIRIM;Nordeste
NEOENERGIA PE;16733;AFRÂNIO;Nordeste
NEOENERGIA PE;16734;MASSANGANO II;Nordeste
NEOENERGIA PE;16735;SANTA MARIA DA BOA VISTA;Nordeste
NEOENERGIA PE;16736;CABROBÓ;Nordeste
NEOENERGIA PE;16737;CUPIRA;Nordeste
NEOENERGIA PE;16738;IPOJUCA;Nordeste
NEOENERGIA PE;16739;PORTO DE GALINHAS;Nordeste
NEOENERGIA PE;16740;TEJIPIÓ;Nordeste
NEOENERGIA PE;16741;IBURA;Nordeste
NEOENERGIA PE;16742;ESTÂNCIA;Nordeste
NEOENERGIA PE;16743;IMBIRIBEIRA;Nordeste
NEOENERGIA PE;16744;VÁRZEA;Nordeste
NEOENERGIA PE;16745;BONJI;Nordeste
NEOENERGIA PE;16746;CARNAÍBA;Nordeste
NEOENERGIA PE;16747;AFOGADOS DA INGAZEIRA;Nordeste
NEOENERGIA PE;16748;NOSSA SENHORA DO O;Nordeste
NÃO INFORMADO;15447;CRERAL;
PACTO ENERGIA PR;4536;SISTEMA - FORCEL;Sul
RGE SUL;13183;AGUDO;Sul
RGE SUL;13185;DOIS IRMÃOS;Sul
RGE SUL;13186;ENCANTADO;Sul
RGE SUL;13187;ESTANCIA VELHA;Sul
RGE SUL;13188;ESTEIO;Sul
RGE SUL;13189;ESTRELA 2;Sul
RGE SUL;13190;GRAVATAI 2;Sul
RGE SUL;13191;ITAQUI;Sul
RGE SUL;13192;LAJEADO 1;Sul
RGE SUL;13193;LAJEADO 2;Sul
RGE SUL;13194;LIVRAMENTO 1;Sul
RGE SUL;13201;RIO PARDO;Sul
RGE SUL;13202;ROSÁRIO;Sul
RGE SUL;13204;SANTA CRUZ 2;Sul
RGE SUL;13205;SANTA MARIA 1;Sul
RGE SUL;13207;SANTA MARIA 2;Sul
RGE SUL;13208;SANTA MARIA 4;Sul
RGE SUL;13209;SANTA MARIA 5;Sul
RGE SUL;13214;SÃO GABRIEL;Sul
RGE SUL;13216;SÃO PEDRO;Sul
RGE SUL;13218;SÃO SEBASTIÃO DO CAÍ;Sul
RGE SUL;13219;SAPIRANGA;Sul
RGE SUL;13220;SAPUCAIA;Sul
RGE SUL;13226;ZOOLÓGICO;Sul
RGE SUL;13230;CAÇAPAVA;Sul
RGE SUL;15779;Campo Bom;Sul
RGE SUL;15780;Canoas 1;Sul
RGE SUL;15781;Canoas 3;Sul
RGE SUL;15782;Canudos;Sul
RGE SUL;15783;Cidade Industrial;Sul
RGE SUL;15784;Novo Hamburgo;Sul
RGE SUL;15785;Novo Hamburgo 2;Sul
RGE SUL;15786;São Leopoldo;Sul
RGE SUL;16365;Livramento 2;Sul
RGE SUL;16366;Santa Cruz 1;Sul
RGE SUL;16367;Santa Cruz 3;Sul
RGE SUL;16368;Scharlau;Sul
RGE SUL;16369;Portão;Sul
RGE SUL;16370;Uruguaiana 1;Sul
RGE SUL;16371;Uruguaiana 7;Sul
RGE SUL;16372;Venancio Aires 1;Sul
RGE SUL;16373;Venancio Aires 2;Sul
RGE SUL;16374;Cachoeira;Sul
RGE SUL;16375;Montenegro;Sul
RGE SUL;16376;Santiago;Sul
RGE SUL;16377;São Borja 1;Sul
RGE SUL;16378;Alegrete 1;Sul
RGE SUL;16379;Alegrete 4;Sul
RGE SUL;16495;Caxias do Sul 2;Sul
RGE SUL;16496;Santo Ângelo 1;Sul
RGE SUL;16497;Santa Rosa;Sul
RGE SUL;16498;Santa Marta;Sul
RGE SUL;16499;Passo Fundo 1;Sul
RGE SUL;16500;Parobé;Sul
RGE SUL;16501;Palmeira das Missões;Sul
RGE SUL;16502;Paim Filho;Sul
RGE SUL;16503;Nova Prata 2;Sul
RGE SUL;16504;Nova Petrópolis;Sul
RGE SUL;16505;Marau;Sul
RGE SUL;16506;Lagoa Vermelha;Sul
RGE SUL;16507;Ibirubá;Sul
RGE SUL;16508;Horizontina;Sul
RGE SUL;16509;Guaporé;Sul
RGE SUL;16510;Gravataí 3;Sul
RGE SUL;16511;Gravataí 1;Sul
RGE SUL;16512;Gramado;Sul
RGE SUL;16513;Getulio Vargas;Sul
RGE SUL;16514;Gaurama;Sul
RGE SUL;16515;Frederico Westphalen;Sul
RGE SUL;16516;Flores da Cunha;Sul
RGE SUL;16517;Farroupilha;Sul
RGE SUL;16518;Erechim 2;Sul
RGE SUL;16519;Erechim 1;Sul
RGE SUL;16520;Entre Rios do Sul;Sul
RGE SUL;16521;Cruzeiro;Sul
RGE SUL;16522;Cruz Alta 1;Sul
RGE SUL;16523;Cerro Largo;Sul
RGE SUL;16524;Caxias do Sul 5;Sul
RGE SUL;16525;Caxias do Sul 4;Sul
RGE SUL;16526;Caxias do Sul 3;Sul
RGE SUL;16527;Caxias do Sul 1;Sul
RGE SUL;16528;Carlos Barbosa;Sul
RGE SUL;16529;Canela;Sul
RGE SUL;16530;Campo Novo;Sul
RGE SUL;16531;Cachoeirinha 2;Sul
RGE SUL;16532;Bento Gonçalves 2;Sul
RGE SUL;16533;Bento Gonçalves 1;Sul
RGE SUL;16534;Antônio Prado;Sul
RGE SUL;16535;Três Passos;Sul
RGE SUL;16536;Três Coroas;Sul
RGE SUL;16537;Taquara;Sul
RGE SUL;16538;Soledade;Sul
RGE SUL;16539;Sarandi;Sul
RGE SUL;16540;São Marcos;Sul
RGE SUL;16541;São Luiz Gonzaga;Sul
RGE SUL;16542;Santo Cristo;Sul
RGE SUL;16543;Santo Ângelo 2;Sul
RGE SUL;16544;Tupanciretã;Sul
RGE SUL;16545;Vacaria;Sul
RGE SUL;16546;Veranópolis;Sul
RGE SUL;17106;CRUZ ALTA 1;Sul
RGE SUL;17107;CRUZ ALTA 3;Sul
RGE SUL;17108;SARANDI;Sul
RGE SUL;17109;CONSTANTINA;Sul
RGE SUL;17110;GRAVATAI 2;Sul
SULGIPE;12730;CONVENTO;Nordeste
SULGIPE;12737;SAQUINHO;Nordeste
SULGIPE;12743;TOMAR DO GERÚ;Nordeste
SULGIPE;15600;ARAUÁ;Nordeste
SULGIPE;15601;ITABAIANINHA;Nordeste
SULGIPE;15602;ESTÂNCIA;Nordeste
SULGIPE;16904;SAQUINHO;Nordeste
SULGIPE;16905;TOBIAS BARRETO;Nordeste
SULGIPE;16906;ITABAIANINHA;Nordeste
UHENPAL;13683;Faxinal do Soturno;Sul
